latitude,longitude,size
38.8054624,-123.0172227,2
43.2976116,5.3810421,2
37.0236759,-94.7355042,2
31.5785074,-84.155741,2
45.88386545,-89.7049348,2
35.140556,-85.232778,2
37.4716001,-121.129656,2
64.123184,-21.900451,2
42.0273147,-73.3292834,2
37.4785497,-119.6404311,2
34.4901665,-77.43163,2
44.9666323,-92.3743576,2
42.5875857,-72.5995339,2
43.551876,10.3080108,2
36.2695388,-95.8547119,2
44.0536805,-71.1284041,2
30.8601745,-100.6009299,2
-37.80585555,145.1523866,2
57.6969943,11.9865,2
3.253582,101.6697622,2
36.9484528,-81.084811,2
38.8858407,-94.5330096,2
53.28200815,5.99580765,2
42.422241,-88.6137101,2
35.9522852,-86.6694413,2
44.3875794,-68.2039016,2
35.712544,-96.459877,2
-0.8683276,119.88573585,2
46.5391751,-102.8682231,2
35.2334472,-82.7342919,2
43.001143,-84.5591521,2
39.8367207,-84.4113366,2
39.1501709,-123.2077831,2
33.3045698,-89.8567501,2
43.5407172,-116.5634624,2
35.149381,-78.99146,2
-13.525,-71.9722222,2
-6.9196,106.9272,2
28.790161,-82.130091,2
45.716508,-121.5039621,2
-19.8157306,-43.9542226,2
34.7732102,-80.3917315,2
30.0688512,-81.8603778,2
43.2472768,-79.0500466,2
42.6190977,-76.17965085,2
45.737465,-94.9525216,2
35.3237528,-80.6559017,2
43.8224472,-70.42825345,2
7.0020455,100.4573921,2
40.5143523,-84.5992624,2
34.8662005,-92.1101458,2
34.631046,-86.5364444,2
42.27754555,-71.96045345,2
38.7742826,-76.0763305,2
43.165548,-89.9129013,2
29.7386111,-98.6425,2
45.8917738,-123.9615274,2
20.593684,78.96288,2
43.7465124,-122.4617159,2
40.3456149,49.606736,2
13.18999905,-59.5904879,2
-7.3333333,108.2,2
46.8801654,-117.3643495,2
-26.3050883,-48.8460931,2
34.4858993,133.3623127,2
44.5244276,-99.7392837,2
31.0982344,-97.342782,2
41.6091667,-86.7175,2
43.285399,-80.450881,2
8.1191811,99.1013498,2
43.7508332,-111.5583742,2
39.2512962,-119.9729674,2
36.162839,-85.5016423,2
34.3988838,-119.5184564,2
36.7281154,-91.8523711,2
37.302778,-78.559444,2
35.8306334,-96.391118,2
34.5811305,-113.2046414,2
49.0038285,2.5161098,2
32.4284761,-90.1323087,2
39.9975414,-85.7466439,2
43.7034273,7.2662656,2
26.3017374,-98.1633432,2
39.675667,-75.9649448,2
34.0351726,-77.8935966,2
-8.558458,125.578151,2
52.406374,16.9251681,2
22.572646,88.363895,2
42.7120249,-73.2037177,2
46.414537,11.3061111,2
42.5941998,-85.6372413,2
42.4639722,-73.3964977,2
-3.4666667,114.75,2
46.5958056,-112.0270306,2
45.666345,-91.5559979,2
45.00194295,-85.73744635,2
38.2199267,-77.18790525,2
41.2053599,-76.004923,2
33.293945,-111.0962305,2
-33.7762275,150.9323148,3
43.8338831,-87.8200887,2
39.1979401,-120.11382835,2
-23.891581,29.4496,2
33.3408333,-118.3277778,2
41.7710164,-74.96799885,2
41.4047222,-99.6413889,2
35.1795543,129.0756416,2
33.85501665,-116.3713992,2
46.6891307,-122.95915735,2
35.8240265,-80.2533838,2
48.526611,-122.903801,2
40.0278116,-88.5733979,2
43.9005752,-85.2580971,2
43.3959056,-72.7006518,2
30.1668828,-96.3977442,2
-23.4634523,-46.5334502,2
46.22541255,-119.11889975,2
39.0098946,-121.4230133,2
28.6352778,-106.0888889,2
38.370457,-78.732315,2
52.2025441,0.1312368,2
39.7136754,-82.5993294,2
35.5668467,-75.4684908,2
35.8275672,-86.0716565,2
9.748917,-83.753428,2
38.197743,-77.588167,2
48.1796277,-117.0432583,2
41.4734268,-74.5384933,2
32.2686981,-107.7586404,2
36.5859718,-79.3950228,2
30.2806455,-90.9391369,2
32.2371465,-80.8603868,2
39.1007298,-120.9532759,2
41.92953065,-75.3057292,2
33.20763,-92.6662674,2
38.48018835,-75.21098635,2
41.3275352,-89.1998076,2
46.7312745,-117.1796158,2
32.7092955,-96.0083018,1
54.6424345,-5.8299954,1
43.3465675,-114.7917279,1
39.6270376,-78.2272299,1
50.25,28.6666667,1
43.959312,-78.167776,1
38.8817784,-78.5058429,1
4.940879,114.948601,1
38.0908796,-88.1586488,1
50.444836,-5.041299,1
47.7510741,-120.7401386,1
43.6575747,-71.500352,1
34.8172987,-97.4058604,1
38.7875094,-94.2693911,1
39.3826031,-77.2694278,1
47.258711,7.576358,1
41.2611099,-96.1319649,1
53.2036102,5.8007953,1
34.2362054,-96.6786131,1
32.9751204,-96.3324817,1
45.8344451,-103.3765724,1
39.6581163,-83.7349236,1
61.253056,-149.793884,1
41.7589954,-70.4939163,1
45.4194099,-94.0488721,1
39.5505376,-107.3247762,1
41.2381,-85.8530469,1
33.041683,35.356697,1
51.287806,-114.009612,1
40.9649681,-5.6630253,1
37.667206,-121.324036,1
38.087608,-81.445458,1
36.873333,-86.353056,1
37.7139041,-97.1364294,1
47.561485,-52.712675,1
34.6722773,-80.7200838,1
40.9133943,-77.7783348,1
36.708006,-119.5559652,1
43.4463668,-96.8358847,1
40.7761465,-87.7364218,1
23.042246,113.139803,1
44.7691667,-94.1516667,1
42.2328518,-76.3424357,1
42.9384101,-73.6531731,1
41.0333889,-82.0120908,1
18.2055556,-65.8436111,1
39.4300996,-77.8041609,1
44.5202794,-85.9439718,1
32.3332128,-93.8362925,1
45.70306,-97.78556,1
12.86936,74.84256,1
-17.930178,-43.7908453,1
53.5381706,-6.6632926,1
59.273755,15.2075395,1
40.5564586,-78.0977847,1
41.7048247,-81.7787021,1
38.4966573,-92.3437262,1
35.6072668,140.1062907,1
42.6903566,-73.5645597,1
40.4681409,-76.9319198,1
44.75,-78.1,1
49.146113,-121.941095,1
44.9833333,-79.8166667,1
42.9292419,-74.0520717,1
48.2412107,-122.3707103,1
46.2652367,-96.6059072,1
44.3878547,-68.7997522,1
38.3325812,-82.9485023,1
41.9867114,-83.8310513,1
35.7965205,-81.4306457,1
38.6155668,-95.2677515,1
39.92077,32.85411,1
53.6470162,-1.7891903,1
44.5069113,-92.905484,1
21.28,-89.67,1
41.1238873,-100.7654232,1
60.4877778,-151.0583332,1
34.9704419,-78.9453056,1
-1.2833333,36.8166667,1
42.933692,-72.2781409,1
44.8994088,-97.1150732,1
30.869167,-91.133889,1
35.613918,-87.843148,1
34.1209292,-93.0537839,1
35.2468204,-91.7336846,1
38.1839705,-83.4326841,1
34.3687021,-84.9341093,1
-29.9069352,-71.2470754,1
45.7452466,-87.0645801,1
35.7766076,140.3187806,1
48.259395,11.434309,1
44.500811,-80.21696,1
39.9613759,-105.5108312,1
64.0377778,-145.7322222,1
10.256591,-67.956657,1
51.0227509,-0.941996,1
18.43,-68.97,1
-37.667861,145.0622519,1
40.0581205,-82.4012642,1
41.8325486,-83.8624411,1
35.680573,-109.0525929,1
40.326422,-3.7589882,1
41.2626228,-69.9661245,1
43.9925666,-72.1289793,1
27.9003006,-82.603431,1
35.878937,-97.4253185,1
40.1083912,-83.7524298,1
38.4784144,-82.6379387,1
34.806166,-106.7333599,1
35.5225567,-97.6189304,1
42.0612633,-6.0474146,1
22.543099,114.057868,1
51.6204415,-3.9466286,1
42.224867,-121.7816704,1
18.7964642,98.6600586,1
44.5536746,-70.550899,1
40.7353371,-80.9564776,1
44.3969967,-74.1584884,1
39.765869,64.422348,1
44.0777409,-93.5074426,1
43.2708225,-89.722067,1
51.5877406,-2.9983431,1
-22.8577372,-47.220259,1
39.233665,-84.999268,1
40.9977765,-96.1622352,1
43.7813661,-89.5726232,1
34.015049,-6.83272,1
41.3455892,-88.8425769,1
43.8041334,-120.5542012,1
-9.6662515,-35.7350983,1
43.5452608,-5.6619264,1
50.909373,4.2005478,1
40.96342,-76.6127329,1
56.1608158,15.5867142,1
4.0169386,98.2848664,1
33.5588035,133.5311675,1
30.1827159,-96.936371,1
33.1634493,-96.3599821,1
32.851211,-106.10621,1
45.06,-83.74667,1
35.2494566,-112.1910031,1
42.8091969,-82.7557554,1
33.4503998,-88.8183872,1
29.6993748,-91.20677,1
38.788405,-76.222227,1
46.8791756,-102.7896242,1
53.7608608,-98.8138763,1
52.987076,-113.197554,1
39.7956007,-85.5263629,1
32.7038689,-80.0311364,1
32.3187158,-102.5457155,1
0.5420003,123.0270038,1
45.1777778,-93.8722222,1
30.1896756,-82.6392899,1
46.184589,-62.533628,1
32.3415342,-90.3217585,1
44.6,-79.4166667,1
43.1833333,-79.2333333,1
38.9265035,-119.6499162,1
29.8849441,-97.6699996,1
52.9792384,-6.0422517,1
29.7438332,-98.4530729,1
36.7277769,-110.2545767,1
53.39263,-2.5869888,1
40.2680555,-96.7469704,1
27.5311474,-82.7334334,1
36.8588376,-120.4560072,1
35.3256469,-94.3016006,1
33.93911,67.709953,1
42.551389,-88.575,1
35.0823184,-94.2632668,1
30.658601,104.064856,1
42.6159285,-70.6619888,1
38.5725523,-90.882081,1
51.5188505,6.3268103,1
42.4433716,-85.0180464,1
30.210556,-97.654444,1
23.35,85.33,1
31.3787916,-95.3213317,1
32.4420826,-97.7941967,1
37.3662293,-81.1025918,1
4.15,-73.6333333,1
37.6597363,-97.5753256,1
45.3531842,-119.5577997,1
39.4383387,-94.2041096,1
31.5376731,-84.5993601,1
38.891565,-121.2930079,1
54.9702159,-2.0979187,1
-31.2532183,146.921099,1
-34.134171,18.4238,1
43.64,-79.9319444,1
39.8864493,-83.4482529,1
41.168321,-71.560322,1
44.5403436,-69.7219916,1
30.7818584,-85.538541,1
1.6406296,116.419389,1
31.3382406,-94.729097,1
33.9165623,-78.161106,1
39.121079,117.214389,1
4.421276,100.990696,1
-32.8970039,151.7005582,1
37.1685907,-113.6794057,1
20.0181211,100.4874165,1
38.6183445,-94.5052305,1
18.335765,-64.896335,1
45.6013889,-107.4597222,1
40.0562519,4.1316308,1
48.141,16.4771,1
35.2596833,-118.9142666,1
36.1349928,-111.2398625,1
18.3368114,-64.7280952,1
24.9375874,121.2168466,1
30.9471278,-97.5386204,1
43.2386666,-78.9097634,1
43.9826214,-124.0998409,1
36.4275699,-84.9318919,1
32.482361,-96.9944489,2
36.8055312,-114.0671903,1
33.5873164,-102.37796,1
43.0281329,-73.3812231,1
51.8898042,0.9012348,1
38.7394918,-89.6712008,1
42.1956438,-74.1337508,1
42.7194778,-82.492132,1
-8.581824,116.106832,1
37.933179,-75.3788086,1
32.9786566,-115.530267,1
38.7430645,-94.8255166,2
38.4589432,-90.5365126,3
45.3128778,9.4978501,1
36.28,-75.893056,1
44.0781246,-71.2828507,1
32.4073589,-87.0211007,1
38.1604766,-122.8941619,1
31.4440557,-97.4091792,1
51.4351458,6.7626911,1
32.9531564,-80.8425495,1
44.31,-96.79,1
37.1289771,-84.0832646,1
12.9910932,77.4938021,1
39.6237094,-77.4108201,1
-22.558904,17.082481,1
10.0869889,-84.4700083,1
31.4351645,-97.743911,1
-8.129379,115.091301,1
43.4577692,-88.837329,1
29.9891052,-97.8772267,1
63.9126321,-22.1916474,1
-0.881142,131.249603,1
39.5492792,-76.091617,1
38.4275499,-89.913714,1
40.871229,-97.595572,1
36.4345934,-77.9119317,1
13.5686111,100.5616667,1
35.6667233,-97.3267025,1
30.175833,-84.375278,1
35.8243208,-78.3147199,1
43.6738995,12.9697052,1
43.1836046,-89.2137254,1
34.787891,-82.6923591,1
40.7750065,-99.7406712,1
19.2887079,-81.3426916,1
36.6103334,-88.314761,1
33.8943393,-78.426672,1
31.305774,-97.248499,1
40.5971513,-6.5227749,1
35.1464797,-90.1845388,1
42.5459227,-71.9106308,1
42.1250929,-72.749538,1
40.3059999,-121.0057931,1
46.231018,15.2602936,1
42.8352835,-89.0676125,1
51.5741517,0.1838708,2
36.5245972,-76.1782677,1
44.2270075,-71.7478646,1
40.0483744,-86.4691677,1
39.8925466,-85.0416304,1
29.357104,113.128959,1
41.9572676,-83.6596596,1
41.525291,-74.854698,1
45.655651,25.6108,1
21.9811111,-159.3711111,1
45.0275,-74.74,1
39.5695059,2.649966,1
35.53639,-82.69306,1
42.947011,-76.4291017,1
36.0190178,129.3434808,1
-34.8833333,-56.1666667,1
48.0501967,11.3162663,1
30.8412954,-97.7936268,1
22.9948212,120.1964522,1
54.5972686,-5.9301088,1
48.1536621,17.8768323,1
32.8339546,-109.70758,1
49.098755,-122.654594,1
36.1003358,-86.1319341,1
42.1180915,-8.8495794,1
34.7575227,-112.4537809,1
42.85,-80.2666667,1
35.0077519,-97.092877,1
46.9833333,6.9333333,1
9.9778439,-84.8294211,1
29.3708857,-100.8958674,1
39.249868,-84.793025,1
32.977839,-111.517624,1
35.2031373,-85.9210899,1
43.331691,-83.7380194,1
23.2266877,-106.4076183,1
35.0875,-106.3772222,1
47.950355,-124.3854867,1
38.5805544,-0.1032094,1
30.9913064,-83.3726575,1
43.0208924,-78.4953015,3
49.9137288,14.2344076,1
38.4851245,-78.625016,1
31.4229124,-103.4932293,1
45.8922222,-106.6288889,1
44.8374532,-108.3895614,1
34.8641446,-118.1634075,1
56.0012512,92.8855896,1
47.8033743,-3.2787515,1
33.9320556,-83.7137827,1
33.7440023,-90.7248187,1
39.9167511,-78.3839036,1
41.51084,-0.6375385,1
-29.9476854,-51.0954003,1
49.9658372,11.5339306,1
40.448208,-122.2977815,1
38.5249065,-121.9708017,1
39.2508229,-106.2925238,1
42.6183424,-89.3762278,1
36.204824,138.252924,1
48.8499198,2.6370411,1
43.7570166,-71.6881337,1
45.5945645,-121.1786823,1
37.5739497,-85.7399606,1
39.0962648,-96.8011298,1
37.276539,-76.504631,1
15.0257452,102.8382687,1
31.9678611,-110.2945174,1
30.4065868,-87.6835974,1
37.8609747,-78.2633373,1
-8.11237,-79.030022,1
33.9939861,-96.370824,1
41.228382,-85.1724726,1
45.5505834,9.339651,1
41.424473,-91.0432051,1
40.62701,-79.6056012,1
24.3788233,120.6487508,1
25.354826,51.183884,1
40.1784886,-122.2358302,1
34.7803619,-84.3907565,1
1.259619,101.213097,1
35.5642474,-89.6464672,1
39.8097343,-98.5556199,1
48.9390509,-119.4356211,1
18.0866265,-67.1457347,1
39.3039397,-85.7713722,1
41.0606423,-75.5910219,1
19.1400064,-96.1155932,1
51.9266666,6.5806785,1
38.732745,-93.55464,1
34.8884971,-79.0722541,1
38.8922687,-89.4131356,1
39.350833,-101.7101722,1
42.8706392,-71.9517459,1
-1.4851831,102.4380581,1
38.2009055,-84.8732835,1
40.797821,-85.8205411,1
-6.662053,106.936071,1
12.9766667,100.9133333,1
32.6551798,-79.9403673,1
35.5225125,-109.857338,1
39.7156186,-82.9529584,1
42.1261367,-89.5792801,1
34.6976564,-79.8833971,1
44.1317376,-70.493114,1
43.1947211,-88.7289918,1
6.119359,100.36769,1
34.6123322,-82.5402275,1
34.1458435,-116.9825321,1
45.065,-87.124167,1
33.0015407,-82.4112377,1
37.356937,-79.8540141,1
37.4792672,-82.5187629,1
43.7411249,-79.589226,1
40.2942039,-87.2488988,1
41.2666667,69.2166667,1
29.079164,119.647421,1
40.8083909,-82.9754649,1
51.9851034,5.8987296,1
52.2583199,-1.1604329,1
41.530461,-93.955683,2
43.6629384,-116.6873596,1
42.9000596,-78.4919671,1
36.4657213,-6.1966259,1
19.7102204,-155.9036295,1
44.8378942,11.6204396,1
45.7542809,-122.8776039,1
45.0616794,-83.4327528,1
35.0136831,-97.3611394,1
35.5322741,-97.9550493,1
38.3757179,-77.7810527,1
30.7918613,-83.7898868,1
22.0964396,-159.5261238,1
29.0405241,-98.5680739,1
47.199569,8.487232,1
42.5530753,-87.9334118,1
51.764377,5.51462,1
40.1683333,-97.5866667,1
36.7133235,-112.2162896,1
47.070714,15.439504,1
44.3883803,-73.8154203,1
47.991349,-1.757381,1
50.712,4.4,1
58.6393738,14.2720203,1
35.2673857,-78.0374891,1
25.037721,102.722202,1
39.8525033,-95.5358156,1
37.237162,-115.8099747,1
43.0906318,-73.4987251,1
35.6923614,-80.43478,1
40.2522073,-105.8230671,1
39.649077,-119.7074096,1
29.35,47.95,1
41.2938889,-92.6444444,1
39.2286021,-104.887203,1
30.6696818,-81.4625919,1
32.2871413,-81.0806665,1
35.1614699,-87.3480734,1
40.756157,-86.399406,1
39.1457253,-121.5913547,1
9.022736,38.746799,1
12.3731046,99.9328854,1
18.2013889,-67.1427778,1
41.6850604,-79.4031034,1
38.3358857,-90.1498341,1
21.5434857,39.1729892,1
34.3181497,-86.4958219,1
34.3164826,-84.5521524,1
38.8186957,-81.7106851,1
39.790371,-77.7277714,1
7.89,98.385,1
38.7358933,-85.3799577,1
45.5705109,9.0288777,1
34.4726276,-81.8806562,1
21.018111,-101.25832,1
38.1374202,-120.4596437,1
29.8269064,-82.5967832,1
55.728449,9.112366,1
43.1907173,140.9946621,1
46.049011,-74.279907,1
30.1902067,-98.0866781,1
37.26945,-107.0097617,1
43.0692299,-77.2988746,1
30.3584919,-103.6610115,1
29.4238472,-95.2441009,1
32.559149,-115.302247,1
13.69,-89.1900028,1
44.25436,-71.44787,1
54.891456,10.404684,1
71.2905556,-156.7886111,1
35.2784173,-93.1337856,1
39.5147682,-86.7938968,1
-41.2091655,174.9080557,1
23.129163,113.264435,1
37.970371,-78.218239,1
51.5072638,-3.5810425,1
41.9257275,-72.9814877,1
36.1,-95.89,1
-7.1617805,112.6514245,1
41.536975,-88.5834068,1
28.7161111,-81.7744444,1
49.815273,6.129583,1
39.2089986,-76.0666126,1
30.742689,-87.7933252,1
-19.9875936,-43.8463113,1
2.310033,111.8400412,1
26.1118401,-97.1681257,1
43.3228462,-76.4171585,1
30.1588129,-85.6602058,1
2.1153547,99.5450974,1
34.0583995,-106.8914159,1
32.6175626,-116.189739,1
27.4125417,-82.6589881,1
55.796538,49.1082,1
50.6761111,-120.3408333,1
-7.6145292,110.7122465,1
48.3887142,-122.4962752,1
-7.963729,110.612034,1
26.820553,30.802498,1
40.0506453,-77.5202647,1
44.309479,-94.467789,1
40.124481,-87.6300207,1
36.8401638,-2.4679217,1
50.96912,5.822895,1
46.4165506,-117.0176569,1
46.7791011,-90.7865723,1
42.2966861,-89.6212271,1
27.9638689,-111.0436021,1
41.4923325,2.0312617,1
43.9659629,10.1734444,1
40.7664259,-89.4678689,1
57.1474915,-2.095397,1
42.2073905,-85.023346,1
17.1717754,-96.8107295,1
61.1308333,-146.3483333,1
53.164996,-114.2512145,1
39.744544,-77.0880385,1
41.2844933,-84.3557802,1
29.0491426,-82.4609331,1
43.297521,-0.3743618,1
36.3100688,-96.4641886,1
40.1214579,-82.0106918,1
37.0478982,-80.7797935,1
42.0409247,-74.1181971,1
49.465691,-2.585278,1
41.7614181,-88.443686,1
43.2012642,-96.3034159,1
32.4059605,-99.4936912,1
2.819684,101.7336841,2
43.5786366,-85.4492081,1
40.4311796,-79.260869,1
42.0597047,-93.8802273,1
45.811988,9.0855639,1
46.1491009,-95.973193,1
49.318732,-124.315028,1
37.4449168,127.1388684,1
40.9261773,-77.5172157,1
43.4422993,-71.5889641,1
32.795,-84.809722,1
36.665282,116.994917,1
50.7194116,-1.9811296,1
39.4032192,-122.009975,1
45.8948527,8.6604912,1
43.539102,-80.247622,1
55.0333333,82.9166667,1
33.1742847,-87.2336092,1
34.5228881,-82.4942948,1
45.140245,-89.1523353,1
43.0009086,-73.8490111,1
36.114526,-113.240014,1
35.0470617,-82.0901088,1
40.2809335,140.2612578,1
30.4693772,-83.4129254,1
41.7952746,-70.3683425,1
30.0474332,-99.1403189,1
38.5767017,-92.1735164,1
48.1537545,17.0579368,1
43.608176,3.8794455,1
41.4514404,-83.3657601,1
42.31667,-72.12639,1
46.6864887,-123.7329385,1
42.3608691,-85.8794635,1
49.599937,11.0063,1
44.404232,-70.7906249,1
35.2380657,-111.8334974,1
34.9022482,-110.1581768,1
44.00862,-77.139223,1
37.8017879,-80.4456303,1
41.6885978,-71.5642076,1
42.5629668,-114.4608711,1
35.9670412,-83.1876578,1
29.3987381,-95.8428018,1
42.5985957,-91.6421006,1
42.2305588,-97.0178236,1
-34.8085823,-58.2437363,1
41.8550479,-84.3538359,1
40.3267407,-78.9219698,1
36.3084275,-95.3169136,1
52.8965922,-3.0366901,1
39.1225624,-84.1357677,1
36.7196459,-4.4200186,1
43.9924889,-102.2415477,1
45.5694444,-93.2222222,1
51.482901,7.21181,1
47.026859,28.841551,1
38.0460901,-79.7905863,1
-4.2797626,39.5946958,1
-35.3080556,149.1244444,1
41.3431688,-70.7447501,1
24.806299,93.948197,1
42.9106219,-76.7966215,1
44.3244086,-68.3176033,1
38.7026294,-81.952367,1
49.4018997,8.680285,1
-27.5969039,-48.5494544,1
47.0034291,-123.4087692,1
39.5062108,-77.6524907,1
42.990623,-80.270027,1
46.59552,7.90735,1
33.0366667,-85.0319444,1
38.5976262,-80.4549026,1
55.566682,12.249315,1
34.1170537,-83.5723876,1
36.0070171,-89.6575787,1
41.8389213,-89.4795478,1
34.8514782,-86.5722154,1
20.7552778,-86.9744444,1
47.9013866,1.9039759,1
41.8975471,-84.0371659,1
45.53784,-73.207117,1
41.5036111,-94.3205556,1
47.5587,7.5866,1
46.393164,-63.790266,1
39.8628101,-88.1622654,1
44.3358836,-75.9177309,1
43.89278,-71.67639,1
43.304526,-70.9756186,1
47.5382565,-116.1193327,1
40.2683344,-94.0282861,1
50.8514534,-1.1790155,1
50.7218,-3.533617,1
62.0,24.0,1
40.271482,22.508662,1
35.3272928,-96.9253004,1
42.1861494,-86.308356,1
42.02964,-97.41687,1
45.302477,-71.872844,1
35.4411945,-89.7781379,1
43.7695099,-74.816839,1
32.1136897,-109.9217343,1
29.0427592,-81.9292505,1
43.1775256,-83.7341274,1
31.2762892,-96.7413707,1
50.1102813,4.9554347,1
44.4070624,8.9339889,1
42.8794563,-88.474265,1
40.4233142,-104.7091322,1
36.4037364,-81.4928829,1
38.4614404,-90.0917755,1
-12.9703817,-38.512382,1
39.9831616,-75.8238355,1
43.8486707,-73.4234531,1
36.3487196,-82.2106876,1
42.8102794,-89.8620682,1
28.8269885,48.0010282,1
36.1223683,-78.6861145,1
42.9545179,-74.3765241,1
